,Url,Namn,Alt. namn,Byggår och arkitekt,Alternativt namn,Annexskolor,Adress,Arkiv på Stadsarkivet,Rektorsområde,Arkiv hos övriga,Historik
1083,Visa/vastra-edsvik/7ab54b21-d60e-4b76-8c64-ce9413d8208d,Västra Edsvik,,,,,,,,,"Flickskolekoloni vid Björköfjärden, Björkö-Arholma i Roslagen.

Stiftelsen Västta Edsviks flickskolekoloni bildades 1926.
Kolonin överlämnades 1950 som gåva till Stockholms stad. 
Kolonins styrelse utsågs därefter av (Folk-)Skoldirektionen."
1084,Visa/ahlinska-skolan/10b96932-2176-4cfc-b1d5-ce96c4dcf613,Åhlinska skolan,Åhlinska elementarskolan,,,,se Historik mm !,,,,"Privat flickskola

Grundades 1847 av den då 17-åriga Karin Åhlin (1830-1899) som en liten skola i hennes eget hem på Trädgårdsgatan (numera Scheelegatan) 13 på Kungsholmen. Skolan blev den tredje i landet som erbjöd högre utbildning för flickor och den utvecklades snabbt och fick flytta till nya lokaler (se nedan). 1890 tillkom gymnasium med studentexamensrätt 1894. 1908 flyttade skolan in i ett eget nyuppfört skolhus på Dalagatan 16-18.
Från 1877 småskola för både pojkar och flickor samt elementarskola för flickor. Senare tillkom olika linjer och 1891 tillkom flickgymnasium. 1896 började utbildning av privatlärarinnor och lärarinnor för lägre klasser. Franska språket var ett kärnämne. 
Då skolan upphörde 1939 fanns småskola, elementarskola samt fyraårigt latin- och realgymnasium.
Elementarskoledelen sammanslogs 1939 med Vasa högre flickskola och Wallinska elementarskolan och kommunaliserades under namnet Vasastadens kommunala flickskola - se resp. skola.
Gymnasiedelen sammanslogs med Wallinska skolans d:o och bildade Wallin-Åhlinska gymnasiet 1939 i fd Wallinska skolans lokaler - se d:o.


Adresser:
1847-1855 Trädgårdsgatan 13 (Scheelegatan; Grubbeska egendomen på Kungsholmen)
1855-1857 Garvargatan 6
1858-1861 Garvargatan 8
1862-1866 Garvargatan 5
1867-1887 Fredsgatan 19 (Rosenbad 4)
1887-1908 Malmskillnadsgatan 52 (Arbetareföreningens hus)
1908-1939 Dalagatan (16-)18 (nyuppfört skolhus)

I byggnaden på Dalagatan from ht 1953 Statens normalskolas realskoleedel och from 1960 Lilla Adolf Fredriks skola - se d:o."
1085,Visa/privata-hogre-lararinneseminariet-i-stockholm-med-oskarsskolan/5177279d-94c9-4db6-a22f-cf53be3faf40,Privata högre lärarinneseminariet i Stockholm med Oskarsskolan,Stockholms privata högre folkskollärarinneseminarium / Stockholms privata folkskoleseminarium / Privata lärarinneseminariet i Stockholm,,,,,,,,"Grundades 1899 av Sofi Andersson samtidigt som dess övningsskola: Realskolan för flickor - se Oskars högre flickskola.
1899-1969 ?? Upphörde 1938.
Biarkiv: Oskarsskolan kamratkrets -1990 (SSA/0295).

Även benämnt:
Privata lärarinneseminariet i Stockholm
Stockholms privata folkskoleseminarium
Stockholms privata högre folkskollärarinneseminarium

se även Frans von Scheeles arkiv (SSA/0657) !

Oskarsskolans kamratkrets 1937-1992 (serie Ö 3a)."
1086,Visa/skanstulls-gymnasium/5e414e77-d7ee-45bb-8e97-cfbea0a65c35,Skanstulls gymnasium,,,,,Bohusgatan 24-26,,,,"Gymnasium

I byggnaden tidigare Högre allmänna läroverket för flickor på Södermalm - se d:o.
Flickläroverket upphört 1966 varefter Skanstulls gymnasium börjar sin verksamhet i lokalerna (OBS namnändring först 1967). Gymnasiet nedlagt 1986 och lokalerna övertagna av Frans Schartaus gymnasium - se vidare d:o."
1087,Visa/sarskolegymnasiet-svalan/e6a6ad82-d108-4003-a612-cfbf6407139f,Särskolegymnasiet Svalan,,,,,,,,,se Skärholmens gymnasium !
1088,Visa/karrtorps-gymnasium/188897f8-d908-4b9c-8731-cff371b67e46,Kärrtorps gymnasium,Kärrtorps läroverk / Försöksgymnasiet i Kärrtorp,,,,"1956-1957 Karlskronavägen 10
1957-     Karlsövägen 9-15",,,,"Gymnasium. Försöksskola, Enhetsskola, Grundskola åk7-9 1957-1969, Vuxengymnasium.

Namn:
1956-1966 Försöksgymnasiet i Kärrtorp (Kärrtorps läroverk)
1967-     Kärrtorps gymnasium

Verksamheten började i Björkhagen (Karlskronavägen) men flyttade sedan till Kärrtorp.
Med vuxengymnasium 1992-1998, detta sedan överfört till Bandhagens vuxengymnasium - se d:o.
Totalrenovering under 1990-talet av byggnaden."
1089,Visa/forskoleseminariet-i-solna/c45bdc1d-42c4-4e5c-91a5-d01fe5e2947e,Förskoleseminariet i Solna,,,,,,,,,"Förskoleseminarium

Seminariet verksamt 1966-1977.

Förskoleseminarierna i Sverige förstaligades 1963. 
1966 öppnade Förskoleseminariet i Solna och sedan tidigare fanns redan två - i Stockholm resp. Södertälje. 

Vid högskolereformen 1977 inlemmades ovannämnda tre 
förskoleseminarier i Lärarhögskolan i Stockholm."
1090,Visa/sinnessloskolan/d2d5e87b-9bf9-48ca-980f-d09d1bd333fb,Sinnesslöskolan,,,,,,,,,"Privatskola

Adress: 
1938 anges Götgatan 48"
1091,Visa/broms-skola/04afb18f-dea5-4d7d-a3ef-d0abff029601,Broms skola,Broms-Ullmans skola,,,,1952 anges Sturegatan 22,,,,Privatskola
1092,Visa/johan-skytteskolan/33eba60a-8268-4098-9e60-d0c157c69f24,Johan Skytteskolan,Långbrodalsskolan 1 / Långbrodals nya skola / Johan Skyttes skola,,,,Västerängsvägen 19,,,,"Folkskola, Försöksskola-Inbyggd realskola, Enhetsskola, Grundskola åk7-9

Huvudskola i Långbrodals öd/ro 1952-1992. Egen enhet 1992. Tillhörde Älvsjö Sdn 1997-vt 2007.
Även kallad Långbrodals nya skola. Namnbyte 1998 till Johan Skytteskolan (Johan Skyttes skola).
Observera att Långbrodals gamla skola 2004 byter namn till Långbrodalsskolan (2) !

Provisorier:
En paviljong 1950. Hyrd lokal 1953-1958 i Herrängens missionshus - se Herrängens gamla skola."
1093,Visa/maria-katekesskola/51556c5a-a45f-4d11-b95a-d0f6eb84a5ed,Maria katekesskola,Maria kateketskola,,,,,,,,"Katekesskola inrättad år 1776 av Sällskapet Pro Fide et Christianismo, avsedd för tjänstefolk och lärlingar."
1094,Visa/vastertorps-vuxengymnasium/14bae7b1-f40c-4c1b-bd14-d0f883b61be8,Västertorps vuxengymnasium,,,,,,,,,"Vuxengymnasium

Tidigare S:t Görans vuxengymnasium - se d:o.
1986 omlokalisering och namnbyte till Västertorps vuxengymnasium.
Nedlagt 1991.

Enligt arkivförteckningens historik har det förekommit uppdragsutbildning i lokalerna för bla landstinget och Botkyrka kommun."
1095,Visa/skolhemsskolor/81698a5b-9300-4f5a-9a29-d0f957f40d46,Skolhemsskolor,Skolor vid HVB-hem / Skolor vid behandlingshem,,,,,,,,"Skolor vid barnhem, flick-/pojkhem, skolhem etc
 - se Barnhems- och sjukhusskolorna 1918-1968  (med lista över skolorna)
samt S:t Örjans ro/specialenhet 1968-1999. (Se vidare Historik till Sankt Örjans arkivförteckning).

From vt 2000 tillhörande ESS-skolorna (skolor vid Hem för vård och boende - HVB) - se även d:o.
Vt 2005 återfördes de HVB-skolor som enbart hade högstadium till S:t Örjan: Barnbyn Skå resp. Linggården.
Den förra upphörde redan efter vt 2005 då Barnbyn lades ner, 
den senare efter vt 2006 då HVB-hemmet Linggården lades ner.

Se även egna poster för: Barnbyn Skå skola, Boxtorps skolhems skola, Hässelby skolhems skola, Linggårdens skola samt Sveta gårds skolhems skola.

Vidare har S:t Örjan haft en skolhemsskola vid Lövsättra (1968-1974) samt undervisning vid Framnässkolan (1975-1993 med annexet Svalnäs 1983-1991), 
Olovslundsskolan 1992-1999 (Mälarblicksgruppen; under ESS-skolorna 2000-2003), 
Rånö upptagningshem 1982-1983, 
Sköndalsbros utredningshem 1991-1994 (se vidare Orkan under Skolor vid mellanvårdsalternativ) 
och Örbyhemmet (Örbygruppen 1997-1999; 2000-? under ESS-skolorna) - se vidare S:t Örjans arkivförteckning."
1096,Visa/fru-brumers-skola/d6dde609-8433-47ca-9d4c-d0fc530f29c8,Fru Brumers skola,,,,,Bryggaregatan 9  1863,,,,"Privatskola

Känd 1863 (10 barn)."
1097,Visa/st-eriks-folkhogskola/b3ec0f22-73ee-4f6c-ba88-d101b84f7e3a,S:t Eriks folkhögskola,Stockholms folkhögskola,,,,Kungstensgatan 4,,,,"Folkhögskola

Grundad 1918 (vid Borgarskolan).
Kommunaliserad 1971 (Kulturpedagogiska institutet), självständig enhet 1983. Flyttades 1990 till Riksby, sammanslagen med Årstagårdens folkhögskola 1991 med namnändring till Stockholms folkhögskola - 
se vidare denna.

Grundskolan för konstnärlig utbildning (Grundis) tillhörde folkhögskolan 1974-1983 och hade utbildning förlagd till fd Gällerstaskolan - se denna. 1981 flyttades Grundis till nya lokaler i fd Münchenbryggeriet - se vidare Södra Latins gymnasium resp. Grundis.

Enligt inledning till arkivförteckning Stockholms borgarskola (SSA/0922):
Folkhögskolelinje 1918; from 1926 under namnet Stockholms folkhögskola vid Stockholms Borgarskola. 1931 i Borgarskolan nya byggnad vid Jarlaplan men åtskild ledningsmässigt och ekonomiskt. 1941 namnändrad till S:t Eriks folkshögskola vid Stockholms Borgarskola. Folkhögskolan kommunaliserad 1971 och kvar i sina lokaler till 1988 (se vidare S:t Eriks folkhögskola)."
1098,Visa/julius-kamkes-laroverk-for-tyska-spraket/342e670d-3d62-42cc-8021-d1e9b206c795,Julius Kamkes läroverk för tyska språket,,,,,Hamngatan 18B,,,,"Privatskola

Fanns 1897"
1099,Visa/klara-skola/2318a4d5-9d21-4d2a-9524-d218564e0c43,Klara skola,Klara folkskola,,,,Klara Södra Kyrkogata 13-15,,,,"Folkskola, Högre folkskola, Praktisk handelsmellanskola/ handelsrealskola, Fortsättnings-och Ersättningsskola (för flickor), Grundskola

Huvudskola i Klara församling(s skoldistrikt)/öd 1902-1933. 
Nedlagd och riven 1964.

Byggd för 1000 barn. Tidigare folkskola - se Klara gamla folkskola. 
Högre folkskola för kvinnlig utbildning 1919-1920 - se vidare Stockholms stads hushållstekniska realskola. 
Högre folkskola för handelsundervisning från 1923. 
Praktisk mellanskola från 1934 (handel), from 1938 dess norra avdelning. 1952 benämnd handelsrealskola - se vidare d;o.
Fortsättnings- och Ersättningsskola för flickor 1934-1959."
1100,Visa/magelungens-grundskola-langbropark/207366c3-f9cc-4c42-9912-d21af63f48b1,Magelungens grundskola Långbropark,,,,,Stora Mans väg 11 B,,,,"Fristående grundskola åk ? för elever i behov av särskilt stöd

Upptas fg i lista över grundskolor 2016."
1101,Visa/stockholms-hemsysterskola/af095d0e-8f7a-4348-890d-d22d18ea6aba,Stockholms hemsysterskola,,,,,,,,,Utbildningsinstitution
1102,Visa/skolstyrelsens-konstnamnd/6fa19316-976e-44e3-a676-d24c4bee819c,Skolstyrelsens konstnämnd,,,,,,,,,Inrättad 19xx. Nedlagt 1993 då Stockholms 4 konstnämnder ersattes av Stockholms konstråd (under Kulturnämnden) med eget kansli: Stockholms konstkansli.
1103,Visa/snosatraskolan/94fc09c7-d44c-494b-b580-d2552c95fd2c,Snösätraskolan,,,,,Vallhornsgatan 21,,,,"Enhetsskola, Grundskola åk 1-6 (åk 7-9 provisoriskt 1970-1978)

Huvudskola i Rågsveds ro 1959-1961 och i Snösätra ro 1970-1978. 
Egen enhet 1991. Tillhörde Vantörs Sdn 1997-vt 2007.

Provisorier:
Stövargatan 65-81 på 1950-talet och början av 1960-talet. En paviljong 1969."
1104,Visa/hillska-skolan-i-barnangen/0ae950fe-4b73-4a3d-8a29-d281d26f7db2,Hillska skolan i Barnängen,Uppfostringsskolan å Barnängen,,,,,,,,"Privatskola

Internatskola för gossar 1830 (1829 enl. en annan uppgift) -1846."
1105,Visa/gryningeskolan/2757bfc6-184a-4396-8042-d2de8e532e98,Gryningeskolan,,,,,Fågelviksvägen 5,,,,"Fristående grundskola F-7, svensk-muslimsk profil. 

Skolan öppnade hösten 2008 och stängdes efter beslut från skolinspektionen juni 2018."
1106,Visa/vinsta-grundskola-vastra/c381e60e-deb1-4820-9a2f-d3220db0baf5,Vinsta grundskola västra,"Vinstagårdsskolan / (Vinsta grundskola västra, grundsärskola)",,,,Sorterargatan 26,,,,"Grundskola åk 7-9, Grundsärskola

Nybyggd skola som öppnade ht 2001 med Skola 2000-konceptet som grund. Tillhörde Hässelby-Vällingby Sdn 2001-vt 2007.
Med grundsärskola from år ? - Vinsta grundskola västra, grundsärskola. Denna upphör 2017? 
Namnbyte vt 2015 till Vinsta grundskola västra.

Åk 4-6 från Björnbodaskolan evakuerade hit 2016 enligt lista över grundskolor."
1107,Visa/dalens-skola/58002ade-b8f5-45a6-a086-d3385ef25f4d,Dalens skola,Skolan vid Dalen,,,,,,,,Folkskola ?
1108,Visa/jakobs-skola/be39b539-3150-46b7-8c07-d34bab5df8a8,Jakobs skola,Jakobs folkskola,,,,Brunnsgatan 11,,,,"Folkskola, Grundskola åk1-6

Hyrda lokaler på Nya vägen (Roslagsgatan).
Ny skolbyggnad 1879, urspr. Lutternsgatan 14. Nedlagd 1973, riven 1979.           
Jakobs skola - även namn på S:t Jakobi skola - se denna.
Här även småbarnsskolan.
Skolan på Skeppsholmen var filial till 1934 - se Skeppsholmens folkskola.
Även klassrum i Statens Normalskola, Riddargatan 5 ö.g.
Hyste Estniska skolan 1945-1973 - se d:o."
1109,Visa/larlings--och-yrkesskolor-delkurserna-i-spanga-och-hasselby/0704dafe-0403-450e-9b88-d351ad7825d7,"Lärlings- och yrkesskolor, delkurserna i Spånga och Hässelby",,,,,,,,,
1110,Visa/elevhemmet-i-stockholm/19709339-1be7-45c9-8b1a-d3a2be598b4e,Elevhemmet i Stockholm,,,,,Sturegatan 60,,,,Elevhemmet vid Sturegatan 60 öppnades 1896 och var till för studerande kvinnor vid seminarier mfl skolor i Stockholm som behövde bostad under studietiden.
1111,Visa/montessori-mondial-kungsholmen/6b662ff5-371e-4163-a11c-d3bb9df5c971,Montessori Mondial Kungsholmen,"Stims, Stockholms internationella Montessoriskola",,,,Konradsbergsgatan 12-24,,,,"Fristående grundskola åk F-9.
Huvudman, AcadeMedia.

Startar 2009. Upptas i katalog 2010.

31 augusti 2021 byter skolan namn från Stims (Stockholms internationella montissoriskola) till Montessori Mondial Kungsholmen."
1112,Visa/kommunala-gymnasier/b94d48ee-e3dc-453a-b005-d41fbeed2415,Kommunala gymnasier,Kommunalt gymnasium,,,,,,,,"Skolform

se vidare under Gymnasium samt under  resp. ""ortsnamn""  ! (tex: Kommunala gymnasiet i Bandhagen - se Bandhagens gymnasium   osv . . . .)."
1113,Visa/katarina-norra-skola/55325ebd-23a2-4058-90c5-d420b3ad05d0,Katarina norra skola,Katarina norra folkskola,,,,Tjärhovsgatan 15-17,,,,"Folkskola, Högre folkskola, Grundskola åk 1-6 (from 1997 åk 1-9 ), Kommunal vuxenutbildning 1982-1990 

Huvudskola i Katarina (norra) öd 1902-1960. Egen enhet 1992. 
Tillhörde Katarina-Sofia Sdn 1997-vt 2007.

Nytt skolhus byggt 1895, med plats för 1440 barn. 
(På tomten en tidigare byggnad med skollokaler). 
Ombyggd efter brand 1971. Renoverad 1997.
Högre folkskola för kvinnlig utbildning 1919-1920 - se vidare Stockholms stads hushållstekniska realskola. 
Även högstadium i Katarina realskola 1962-1964 - se denna!
Kommunal vuxenutbildning 1982-1990 - filial till Maria vuxengymnasium - se d:o.

Provisorier:
Hyrd lokal på Katarina västra kyrkogata 4 innan skolan byggdes. 
Samma lokaler och Tjärhovsgatan 22  1931-1939.

Litteratur: Från griffel till data: 100 år på samma gata-: Katarina norra 1895-1995. Sthlm 1995."
1114,Visa/frans-schartaus-handelsinstitut-2005-/58c94373-3935-4bfb-878d-d42d84c71a0d,Frans Schartaus handelsinstitut 2005-,FSH,,,,"2014- , Blekingegatan 55
2005-2013, Stigbergsgatan 26",,,,"Kommunal skola för kvalificerade yrkesutbildningar (KY), en eftergymnasial utbildningsform.

Frans Schartau har en rik och skiftande historia. Ett flertal fusioner mellan olika skolor har ägt rum vi skilda tillfällen.
Handelsinstitutet på Fjällgatan 23 öppnades höstterminen 1865. 1915 invigdes en till skolbyggnad på Stigbergsgatan 26. 1952 övergick verksamheten i Stockholms stads regi under namnet ""Stockholms stads handelsgymnasium/Frans Schartaus handelsinstitut"". 1967 byter skolan namn till Frans Schartaus gymnasium. 
1996 startade på försök en ny utbildningsform, KY, kvalificerade yrkesutbildningar där Frans Schartaus handelsinstitut var en av de utbildningsanordnare som deltog och då startade utbildningen KY Resor och Turism.  
Vid årsskiftet 2000 delades Frans Schartaus gymnasium upp och Frans Schartaus handelsinstitut blev åter i egen enhet med vuxenutbildning på Stigbergsgatan. Under en kort period var namnet Frans Schartaus vuxengymnasium.
Från 2005 var Frans Schartaus Handelsinstituts verksamhet helt inriktad på KY-utbildningar.

Under perioden 2005 till 2012/13 bedrevs undervisningen i Frans Schartaus Handelsinstituts byggnad på Stigbergsgatan.
Från och med våren 2014 bedrivs undervisningen i Åsö gymnasiums lokaler.


OBS att det har funnits en skola med samma namn - 
Frans Schartaus handelsinstitut 1865-1952."
1115,Visa/lychouska-skolan/dea35e00-8acb-4527-94d0-d4536edecbb5,Lychouska skolan,Lychovska skolan / Förberedande elementarskolan,,,,se Historik mm !,,,,"Privatskola: Flickskola

Grundades 1857 av änkefru Sophie Lychou (1812-1878). Vid hennes död övertagen av fröken Anna Andersson (jmfr Anna Andersson skola). 
Senare ägd av ett antal olika kvinnor.

Adresser:
1857-1865 Götgatan 31 (nu 33) i Sophie Lychous hem
1866-1869 Götgatan 16 (Schönborgska huset)
1870-1875 S:t Paulsgatan 21 (van der Nootska palatset) 
1876-1879 Hornsgatan 56
1880-1886 Hornsgatan 34
1887-1908 Mariagatan 18
1908-1939 Högbergsgatan 37A (nu 51)

Först treårig förberedande skola (småskola) samt femårig elementarskola för flickor. 1909 treårig förberedande skola (där även pojkar fick tillträde) och åttaklassig högre flickskola. 
1912 kindergarten (förskola). 1934 fyraårig bottenskola följd av sjuårig linje.

Kommunaliserades och sammanslogs 1939 med Anna Schuldheis skola och Södermalms högre läroanstalt för flickor under namnet Södermalms kommunala flickskola - se vidare denna.
Den förberedande avdelningen avvecklades 1940.

När skola lades ned bildades en kamratförening - Lychoukamraterna (arkivfört. SSA/1310).

Litteratur: Munthe, Arne: Västra Södermalm efter 1850. 1965.
För mer information se även Söderskivan och arkivförteckningens inledning."
1116,Visa/vasterorts-vuxengymnasium/e4b0d6e4-1082-4d99-a7df-d47acaf16eaa,Västerorts vuxengymnasium,,,,,se Historik mm !,,,,"Vuxengymnasium, SFI-kurser (Svenska för invandrare) 1982-2000 samt 2005-2008 -   - se även SFI.

Öppnas 1982, organisationen från fd Norra Reals vuxengymnasium 1 - 
se d:o. Upphör som egen enhet 2008 och fortsätter 2009 som annex till Åsö vuxengymnasium (men med exp.lokaler kvar i fd Kämpingeskolan). Nedlagd 2011.

Huvudskolor: 
Riksbyskolan (Riksbyvägen 40-48) 1982-1992, 
fd Järingeskolan (Järingegränd 4) 1992-2004, 
Kämpingeskolan (Tenstastråket 14) 2004-2008.

Annex:
Alviksskolan 1981-1985 (Alviks vuxengymnasium)
Blackebergsskolan 1982-1983 
Blackebergs gymnasium 1988-1991 (Blackebergs vuxengymnasium)
Degerbygränd 14A 1991-1994
Ekebyskolan? 1982-1983
Gullingeplan 52 1983-1984
Gärdebyplan 7 1983-1987
Husingsplan 16 1983-1985
Husbyskolan 1984-1986 (Husby vuxengymnasium) /en annan källa anger
   1981-1986/
Kista träff (Kista torg 7?) 1996/1997-2000/2001
Kuddbygränd 20 1983-1991
Kämpingeskolan 1981-1984 (Kämpinge vuxengymnasium) & 1994
Nya Elementar 1991-1992
Riksbyskolan 1995-2008 (SFI 1995-2000/2001 & 2005-2008, Komvux
   1996/1997-2003)
Rinkebytorget 1 1996/1997-2002?
Rinkebytorget 2 1987-2000/2001
Rinkeby Folkets Hus (Skårbygränd 1) 1987-2000/2001
S:t Jacobi gymnasium 1984-1992 (S:t Jacobí vuxengymnasium) /en annan
   källa anger 1983-1992/, 2007-2008 (SFI)
Storbyplan 31 1983-1984
Svennebygränd 37 1995?-2000/2001
Tensta allé 29 1985-1991
Tensta allë 51 1983-1984
Tensta gymnasium (Hagstråket 9-11) 1984-2000/2001 (dagkurser 1984
   1988) (Tensta vuxengymnasium) /en källa anger även 2004-2005
Tensta träff (Hagstråket 13) 1984-2000/2001
Vällingbyskolan (SFI) 2006-2007
Zinkensdamms vuxengymnsaium (Hornsgatan 93) 1998-1999."
1117,Visa/hedvig-eleonora-forsamlings-skolor/00103198-eab9-44fa-ba68-d48145a703f4,Hedvig Eleonora församlings skolor,Ladugårdslands församlings skolor / Ladugårdslands folkskola,,,,,,,,"1807 utbröts ur kyrkskolan en flickskola (för fattiga flickor) som 1812 åter förenades med kyrkskolan.
1813 bildades en fri- och fattigskola för pojkar och flickor. 1825 kunde genom en doantion en ny skolbyggnad för fri- och fattigskolan uppföras på Riddargatan 9 invid fattighuset. 
I skolbygganden fanns nu dels en fr- och fattigskola för pojkar och flickor samt en flickskola som avsågs vara en högre avdelning efter fri- och fattigskolan.
På 1820-talet öppnades en hantverksskola och en katekesskola i församlingen med undervisning på söndagarna. Hantverksskolan var ämnad för lärlingar och hade en mer praktisk inriktning medan katekesskolan i huvudsak innehöll undervisning i kristendomskunskap. Under en övergångsperiod mellan åren 1847-1862 ""omvandlades"" fri- och fattigskolorna mfl till en folkskola.

1847 Folkskola för gossar, Riddargatan 9, fd fattigskola 
(under 1850-1869 tillsammans med Hedvig Eleonora lägre apologistskola). (Hantverksskola på Riddargatan 9 enl. Ferlin 1859).
Småbarnsskola och folkskola för flickor, Skeppargatan 21 
(senare 29), fd fattigskola. Ny skolbyggnad som togs i bruk1850.
Förberedande skola 1857, småbarnsskola enl. Ferlin 1859.
Djurgårdsskolan fr. 1759, nybyggnad 1878.
Ny folkskola 1864 på Riddargatan 13 (11B och 38 anges även) och 1869 på Kvartersgatan 9 samt 1878 på Linnégatan 37.
(För Linnégatan 37 anges även byggår 1869 för småskolan och barnkrubban och tillbyggt 1878 för folkskolan)
Ytterligare ny folkskola 1884 på Linnégatan 54 som 1895 utvidgades mot Skeppargatan.

En skola även benämnd Ladugårdslands folkskola.

Litteratur:
För detaljer - se vidare historik i arkivförteckningen för Hedvig Eleonora ro.
Ahnlund, Nils: Ladugårdslandet. 1937."
1118,Visa/hermods-gymnasium/44426871-75d9-437e-96cc-d4a0e78f5084,Hermods Gymnasium,,,,,Brahegatan 10,,,,"Fristående gymnasieskola

Öppnad ht 2013? Upptas på nätsida över gymnasier 2014. 
Från hösten 2018 namnbyte till Klara teoretiska gymnasium östra, se vidare där."
1119,Visa/mossgardsskolan/c94cf03c-9131-4dd6-923c-d4c0a086f073,Mossgårdsskolan,Mossens skola / Mossens gårds skola,,,,Tallkrogsvägen 66,,,,"Folkskola, Grundskola

Nedlagd 1965 och överlåten till fastighetskontoret.

En skola i Mossens gård öppnades 1870 men blev nedlagd före 1913 (Brännkyrka församling)."
1120,Visa/plusgymnasiet/c14105f2-a32a-4e41-95d6-d4c0e24dcd43,Plusgymnasiet,Drottning Blankas gymnasium.,,,,"2011-2014? Årstaängsvägen 9
2015?-     Warfvinges väg 24",,,,"Fristående gymnasieskola inom Academedia. 

Upptas första gång i katalog 2011. 
Från 2018 eller 2019, se Drottning Blankas gymnasium."
1121,Visa/kungsholmens-vastra-gymnasium/975aafb7-f51f-46f5-9101-d4d14c6f0581,Kungsholmens västra gymnasium,,,,,Konradsbergsvägen 1,,,,"Kommunal gymnasieskola

Öppnad 2013 i Campus Konradsberg på Kungsholmen med ""Stockholms första certifierade vård- och omsorgscollage""."
1122,Visa/farsta-grundskola---kvickenstorpsskolan-/b7b6c3d7-40d7-402d-8240-d4d6ffec374a,Farsta grundskola - Kvickenstorpsskolan,Kvickenstorpsskolan / Kvickentorpsskolan,,,,Kvickensvägen 9,,,,"Grundskola åk F-4 (åtm. 2015 åk F-2 samt åk 7-9).

Huvudskola i Kvickenstorps ro 1972-1991. Egen enhet 1991. 
Tillhörde Farsta Sdn 1997-vt 2007.

Högstadiedelen på Tallkrogens skola överförd till Kvickenstorp 1972.

Med Hästhagsskolan ht 2009 men åtskilda som arkivbildare.

Ht 2012 bildade enligt uppgift Kvickenstorpsskolan och Hästhagsskolan enheten Farsta grundskola. I katalog 2013 under namnet Farsta grundskola - Kvickentorpsskolan.
Kvickentorpsskolan ska enligt uppgift tillsammans med Hästhagsskolan flytta in i fd Farsta gymnasiums byggnad 2015 efter renovering och med namnet Farsta grundskola.
Se vidare Farsta grundskola Adolf Fredriks musikklasser

I Farsta grundskola ska from ht 2015 även ingå en nyöppnad ""del"" av Adolf Fredriks musikklasser - Adolf Fredrik syd."
1123,Visa/nti-gymnasiet-stockholm/9702a8c8-397f-4836-bbf3-d54104319339,NTI Gymnasiet Stockholm,NTI Gymnasiet; NTI-gymnasiet; NTI gymnasiet Odenplan,,,,"2003       Magnus Ladulåsgatan 28-30
2004-2011  Hagagatan 25
2011-      Crafoords väg 12",,,,"Fristående gymnasieskola

Nordens Teknikerinstitut (NTI) har bedrivit distansutbildning sedan 1968.
Gymnasieskolan i Stockholm öppnad ht 2003."
1124,Visa/sodermalms-hogre-laroanstalt-for-flickor/1383947f-659d-4216-92f3-d5c1d13c2ab8,Södermalms högre läroanstalt för flickor,,,,,se Historik mm !,,,,"Privat flickskola (statsunderstödd)

Skolan grundades 1881 av fil.d:r  Fredrik Sandberg  (rektor för Folkskoleseminariet) med Fredrique Runquist som första föreståndarinna och med lokaler på Södermalmstorg. Dessa lokaler hade tidigare tillhört Pauliska flickskolan - se d:o. När denna lades ned 1881 fick kvarvarande elever fortsätta i den nyöppnade skolan, Södermalms högre läronstalt för flickor. 1882 kunde man flytta in i en nyuppförd byggnad på dåvarande Adolf Fredriks torg (arkitekt Johan Fredrik Åbom). Detta var den första privata flickskolan i Stockholm som kunde flytta in i eget nyuppfört skolhus. Skolan hade 10 klasser och 1884 inrättades en elfte klass avsedd för sökande till Kungliga högre lärarinneseminariet. Från 1890 driven av AB Södermalms högre läroanstalt för flickor och med förberedande klass för 4-5-åringar 1890-1902. 1902 infördes gymnasium och 1906 erhöll skolan studentexamensrätt. From 1914 innebar betygen sk normalskolekompetens vilket gav tillträde till högre lärarinneseminariet, gymnastiska centralinstitutet samt vissa statliga tjänster. Pojkar togs även emot i i den förberedande klassen och tom 1912 dessutom i småskolan som senare avvecklades under åren 1921-1923. From 1929 7 klasser. Flyttade 1936 in i nyuppförd byggnad på Timmermansgatan (arkitekt David Dahl).
Kommunaliserad och sammanslagen 1939 med Anna Schuldheis skola och Lychouska skolan under namnet Södermalms kommunala flickskola - se vidare denna. Gymnasiedelen avvecklades successivt och 1942 avlades den sista studentexamen.

Adresser:
1881-1882  Södermalmstorg 6
1882-1936  Adolf Fredriks torg 5 (nuvarande Mariatorget)
1936-1942  Timmermansgatan 21

Litteratur: Munthe, Arne: Västra Södermalm efter 1850. 1965."
1125,Visa/procivitas-privata-gymnasium/c282ab88-77e1-470b-a14f-d5c80662b272,ProCivitas privata gymnasium,"Procivitas Stockholm, ProCivitas",,,,"Sandbacksgatan 10, Södermalm",,,,"Fristående gymnasium.
Drivs sedan 2011 av av AcadeMedia-koncernen.

Upptas fg på lista över gymnasier 2017.

I augusti 2022 flyttar ProCivitas Stockholm till nya Campus Södermalm. 
Skolans nya adress blir, Tullgårdsgatan 12.
Andra skolor på samma adress - KLARA Södra, LBS Stockholm Södra, IHR."
